Company Name,Location,Datum,Status Rocket,Cost,Status Mission,Country,Year,Rocket,Satellite
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Dec 28, 1978 16:30 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1069
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Dec 26, 1978 15:30 UTC",StatusRetired,,Partial Failure,Russia,1978,Soyuz U,Cosmos 1068
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Dec 26, 1978 13:30 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1067
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat Dec 23, 1978",StatusRetired,,Success,Russia,1978,Vostok-2M,Cosmos 1066
RVSN USSR,"Site 107/1, Kapustin Yar, Russia","Fri Dec 22, 1978 22:00 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1065
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 20, 1978 20:43 UTC",StatusRetired,,Partial Failure,Russia,1978,Cosmos-3M (11K65M),Cosmos 1064
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Dec 19, 1978 01:35 UTC",StatusRetired,,Success,Russia,1978,Vostok-2M,Cosmos 1063
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Dec 15, 1978 13:19 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1062
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Dec 14, 1978 15:20 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1061
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu Dec 14, 1978 00:40 UTC",StatusRetired,,Success,USA,1978,Titan III(23)C,DSCS-II 11&12
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Mon Dec 11, 1978 03:59 UTC",StatusRetired,,Success,USA,1978,Atlas-E/F SGS-1,GPS-4
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 08, 1978 09:30 UTC",StatusRetired,,Success,Kazakhstan,1978,Soyuz U,Cosmos 1060
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Dec 07, 1978 15:30 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1059
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Dec 05, 1978 18:12 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1051 to 1058
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Nov 28, 1978 16:20 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1050
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Nov 21, 1978 12:00 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1049
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Nov 16, 1978 21:45 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1048
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 15, 1978 11:45 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1047
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Nov 13, 1978 05:24 UTC",StatusRetired,,Success,USA,1978,Atlas-SLV3D Centaur-D1AR,HEAO-2
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 01, 1978 12:00 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1046
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Oct 30, 1978",StatusRetired,,Success,Kazakhstan,1978,Molniya-M /Block SO-L,Prognoz n†­7
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Thu Oct 26, 1978 07:00 UTC",StatusRetired,,Success,Russia,1978,Tsyklon-3,Cosmos 1045 & Radio 1 and 2
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 24, 1978",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Intercosmos-18 & Magion 1
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Oct 17, 1978 15:00 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1044
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Fri Oct 13, 1978 11:23 UTC",StatusRetired,,Success,USA,1978,Atlas-E/F Star-37S-ISS,Tiros-N
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Oct 13, 1978 05:19 UTC",StatusRetired,,Success,Russia,1978,Molniya-M /Block ML,Molniya-3 n†­77
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Oct 10, 1978 19:44 UTC",StatusRetired,,Success,Russia,1978,Vostok-2M,Cosmos 1043
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat Oct 07, 1978 00:28 UTC",StatusRetired,,Success,USA,1978,Atlas-E/F SGS-1,GPS-3
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Oct 06, 1978 15:30 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1042
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Oct 04, 1978 03:49 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1034 to 1041
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Oct 03, 1978 11:00 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1033
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 19, 1978 08:05 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1032
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sat Sep 16, 1978 05:00 UTC",StatusRetired,,Success,Japan,1978,Mu-III H,Jikiken
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Sep 09, 1978 15:00 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1031
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Sep 06, 1978 03:04 UTC",StatusRetired,,Success,Russia,1978,Molniya-M /Block 2BL,Cosmos 1030
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 29, 1978 15:00 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1029
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 22, 1978 23:47 UTC",StatusRetired,,Success,Russia,1978,Molniya-M /Block ML,Molniya-1 n†­76
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Aug 08, 1978 07:33 UTC",StatusRetired,,Success,USA,1978,Atlas-SLV3D Centaur-D1AR,Pioneer Venus Multiprobe
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Sat Aug 05, 1978 15:00 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1028
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Sat Aug 05, 1978",StatusRetired,,Success,USA,1978,Titan III(34)B Agena-D,Quasar 3
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Jul 27, 1978 04:49 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1027
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jul 14, 1978 15:00 UTC",StatusRetired,,Success,Russia,1978,Molniya-M /Block ML,Molniya-1 n†­75
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Jun 29, 1978 22:24 UTC",StatusRetired,,Success,USA,1978,Atlas-SLV3D Centaur-D1AR,Comstar D3
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Wed Jun 28, 1978 17:35 UTC",StatusRetired,,Success,Russia,1978,Tsyklon-3,Cosmos 1025
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Jun 28, 1978 02:58 UTC",StatusRetired,,Success,Russia,1978,Molniya-M /Block 2BL,Cosmos 1024
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Tue Jun 27, 1978 01:12 UTC",StatusRetired,,Success,USA,1978,Atlas-E/F Agena D,Seasat
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jun 21, 1978 09:27 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1023
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Wed Jun 14, 1978 18:28 UTC",StatusRetired,,Success,USA,1978,Titan IIID,KH-11
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Mon Jun 12, 1978 10:30 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1022
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Jun 10, 1978 19:08 UTC",StatusRetired,,Success,USA,1978,Titan III(23)C,OPS-9454 (vortex)
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Jun 10, 1978 08:35 UTC",StatusRetired,,Success,Kazakhstan,1978,Soyuz U,Cosmos 1021
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jun 07, 1978 22:00 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1013 to 1020
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jun 02, 1978 12:12 UTC",StatusRetired,,Success,Russia,1978,Molniya-M /Block ML,Molniya-1 n†­74
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue May 23, 1978 16:57 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1011
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue May 23, 1978 07:30 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1010
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sat May 20, 1978 13:13 UTC",StatusRetired,,Success,USA,1978,Atlas-SLV3D Centaur-D1AR,Pioneer Venus Orbiter
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Fri May 19, 1978 00:21 UTC",StatusRetired,,Success,Kazakhstan,1978,Tsyklon-2,Cosmos 1009
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed May 17, 1978 14:39 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1008
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue May 16, 1978 10:40 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1007
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Sat May 13, 1978 10:34 UTC",StatusRetired,,Success,USA,1978,Atlas-E/F SGS-1,GPS-2
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri May 12, 1978 11:00 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1006
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri May 12, 1978 04:07 UTC",StatusRetired,,Success,Russia,1978,Vostok-2M,Cosmos 1005
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri May 05, 1978 15:30 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1004
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Apr 20, 1978 15:30 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 1003
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Sat Apr 15, 1978 16:39 UTC",StatusRetired,,Success,China,1978,Feng Bao 1,DDDS 2
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Fri Apr 07, 1978 00:45 UTC",StatusRetired,,Success,USA,1978,Atlas-SLV3A Agena-D,OPS-8790 (Aquacade-4)
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Apr 06, 1978 09:10 UTC",StatusRetired,,Success,Kazakhstan,1978,Soyuz U,Cosmos 1002
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Mar 31, 1978 23:36 UTC",StatusRetired,,Success,USA,1978,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F6
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Mar 31, 1978 14:01 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 1000
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 30, 1978 07:50 UTC",StatusRetired,,Success,Kazakhstan,1978,Soyuz U,Cosmos 999
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Mar 28, 1978 01:30 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 996
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Mar 25, 1978 18:09 UTC",StatusRetired,,Failure,USA,1978,Titan III(23)C,DSCS-II 9&10
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Mar 17, 1978 10:50 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 995
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA","Thu Mar 16, 1978 18:43 UTC",StatusRetired,,Success,USA,1978,Titan IIID,KH-9 & SSF-D-2
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Mar 15, 1978 15:57 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 994
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Mar 10, 1978 10:42 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 993
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Mar 04, 1978 07:40 UTC",StatusRetired,,Success,Kazakhstan,1978,Soyuz U,Cosmos 992
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Mar 02, 1978 22:07 UTC",StatusRetired,,Success,Russia,1978,Molniya-M /Block ML,Molniya-1 n†­73
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Feb 28, 1978 06:43 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 991
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA","Sat Feb 25, 1978 05:00 UTC",StatusRetired,,Success,USA,1978,Titan III(34)B Agena-D,Jumpseat 5
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Wed Feb 22, 1978 23:44 UTC",StatusRetired,,Success,USA,1978,Atlas-E/F SGS-1,GPS-1
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Fri Feb 17, 1978 16:33 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 990
MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Feb 16, 1978 04:00 UTC",StatusRetired,,Success,Japan,1978,N-I,Ume 2
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 14, 1978 09:30 UTC",StatusRetired,,Success,Kazakhstan,1978,Soyuz U,Cosmos 989
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Feb 09, 1978 21:17 UTC",StatusRetired,,Success,USA,1978,Atlas-SLV3D Centaur-D1AR,FLTSATCOM-1
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Feb 08, 1978 12:15 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 988
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sat Feb 04, 1978 07:00 UTC",StatusRetired,,Success,Japan,1978,Mu-III H,Kyokko
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jan 31, 1978 14:50 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 987
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Thu Jan 26, 1978 04:58 UTC",StatusRetired,,Success,China,1978,Long March 2,FSW-0 No.3
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jan 24, 1978 09:50 UTC",StatusRetired,,Success,Kazakhstan,1978,Soyuz U,Cosmos 986
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Jan 24, 1978 06:51 UTC",StatusRetired,,Success,Russia,1978,Molniya-M /Block ML,Molniya-3 n†­72
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jan 17, 1978 03:26 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 985
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jan 13, 1978 15:15 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 984
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jan 10, 1978 20:51 UTC",StatusRetired,,Success,Russia,1978,Cosmos-3M (11K65M),Cosmos 976 to 983
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jan 10, 1978 13:23 UTC",StatusRetired,,Success,Russia,1978,Vostok-2M,Cosmos 975
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Jan 07, 1978 00:15 UTC",StatusRetired,,Success,USA,1978,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F3
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Jan 06, 1978 15:50 UTC",StatusRetired,,Success,Russia,1978,Soyuz U,Cosmos 974
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Dec 27, 1977 09:20 UTC",StatusRetired,,Success,Kazakhstan,1977,Soyuz U,Cosmos 973
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Tue Dec 27, 1977 08:00 UTC",StatusRetired,,Success,Russia,1977,Tsyklon-3,Cosmos 972
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 23, 1977 16:24 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 971
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Dec 21, 1977 10:35 UTC",StatusRetired,,Success,Kazakhstan,1977,Tsyklon-2,Cosmos 970
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Dec 20, 1977 15:50 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 969
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Dec 16, 1977 04:25 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 968
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Dec 14, 1977 09:30 UTC",StatusRetired,,Success,Russia,1977,Vostok-2M,Meteor-2 n†­3
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Dec 13, 1977 15:53 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 967
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Dec 12, 1977 09:40 UTC",StatusRetired,,Success,Kazakhstan,1977,Soyuz U,Cosmos 966
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Sun Dec 11, 1977 22:45 UTC",StatusRetired,,Success,USA,1977,Atlas-SLV3A Agena-D,OPS-4258 (Aquacade-3)
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Dec 10, 1977 01:18 UTC",StatusRetired,,Success,Kazakhstan,1977,Soyuz U,Soyuz 26
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA","Thu Dec 08, 1977 17:45 UTC",StatusRetired,,Success,USA,1977,Atlas-E/F MSD,NOSS-2
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Thu Dec 08, 1977 11:00 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 965
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sun Dec 04, 1977 12:00 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 964
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Nov 29, 1977 07:05 UTC",StatusRetired,,Failure,Russia,1977,Cosmos-3M (11K65M),Tsikada n†­3
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Nov 24, 1977 14:30 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 963
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Oct 28, 1977 16:00 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 962
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Oct 28, 1977 01:37 UTC",StatusRetired,,Success,Russia,1977,Molniya-M /Block ML,Molniya-3 n†­71
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Oct 26, 1977 05:14 UTC",StatusRetired,,Success,Kazakhstan,1977,Tsyklon-2,Cosmos 961
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 25, 1977 05:25 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 960
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Oct 21, 1977 10:05 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 959
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Oct 11, 1977 15:14 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 958
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Oct 09, 1977 02:40 UTC",StatusRetired,,Success,Kazakhstan,1977,Soyuz U,Soyuz 25
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Sep 30, 1977 09:46 UTC",StatusRetired,,Success,Kazakhstan,1977,Soyuz U,Cosmos 957
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Sep 30, 1977 01:02 UTC",StatusRetired,,Failure,USA,1977,Atlas-SLV3D Centaur-D1AR,Intelsat 4A F5
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Sep 24, 1977",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Intercosmos-17
RVSN USSR,"Site 32/2, Plesetsk Cosmodrome, Russia","Sat Sep 24, 1977 10:15 UTC",StatusRetired,,Success,Russia,1977,Tsyklon-3,Cosmos 956
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Fri Sep 23, 1977 18:34 UTC",StatusRetired,,Success,USA,1977,Titan III(24)B,OPS 7471
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 22, 1977",StatusRetired,,Success,Kazakhstan,1977,Molniya-M /Block SO-L,Prognoz n†­6
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Sep 20, 1977 01:00 UTC",StatusRetired,,Success,Russia,1977,Vostok-2M,Cosmos 955
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sun Sep 18, 1977 13:48 UTC",StatusRetired,,Success,Kazakhstan,1977,Tsyklon-2,Cosmos 954
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Fri Sep 16, 1977 14:30 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 953
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Sep 16, 1977 14:25 UTC",StatusRetired,,Success,Kazakhstan,1977,Tsyklon-2,Cosmos 952
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China","Wed Sep 14, 1977 00:15 UTC",StatusRetired,,Success,China,1977,Feng Bao 1,DDDS 1
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Sep 13, 1977 19:59 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 951
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 13, 1977 15:10 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 950
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Sep 06, 1977 17:30 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 949
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Sep 05, 1977 12:56 UTC",StatusRetired,,Success,USA,1977,Titan IIIE,Voyager 1
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Sep 02, 1977 09:00 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 948
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Tue Aug 30, 1977 18:06 UTC",StatusRetired,,Success,Russia,1977,Molniya-M /Block ML,Molniya-1 n†­70
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Aug 27, 1977 10:09 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 947
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Aug 24, 1977 18:20 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 939 to 946
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Aug 24, 1977 14:29 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 938
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Wed Aug 24, 1977 07:07 UTC",StatusRetired,,Success,Kazakhstan,1977,Tsyklon-2,Cosmos 937
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Aug 20, 1977 14:29 UTC",StatusRetired,,Success,USA,1977,Titan IIIE,Voyager 2
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Fri Aug 12, 1977 06:29 UTC",StatusRetired,,Success,USA,1977,Atlas-SLV3D Centaur-D1AR,HEAO-1
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Aug 10, 1977 10:40 UTC",StatusRetired,,Failure,Kazakhstan,1977,Soyuz U,Zenit-4MKM n†­399
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Aug 03, 1977 14:01 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 936
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jul 29, 1977 08:00 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 935
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jul 27, 1977 18:07 UTC",StatusRetired,,Success,Russia,1977,Soyuz U,Cosmos 934
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Fri Jul 22, 1977 10:00 UTC",StatusRetired,,Success,Russia,1977,Cosmos-3M (11K65M),Cosmos 933
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 20, 1977 07:35 UTC",StatusRetired,,Success,Kazakhstan,1977,Soyuz U,Cosmos 932
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jul 20, 1977 04:44 UTC",StatusRetired,,Success,Russia,1977,Molniya-M /Block 2BL,Cosmos 931
