Company Name,Location,Datum,Status Rocket,Cost,Status Mission,Country,Year,Rocket,Satellite
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Aug 07, 2020 05:12 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Starlink V1 L9 & BlackSky
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Thu Aug 06, 2020 04:01 UTC",StatusActive,29.75 ,Success,China,2020,Long March 2D,Gaofen-9 04 & Q-SAT
SpaceX,"Pad A, Boca Chica, Texas, USA","Tue Aug 04, 2020 23:57 UTC",StatusActive,,Success,USA,2020,Starship Prototype,150 Meter Hop
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Thu Jul 30, 2020 21:25 UTC",StatusActive,65.0 ,Success,Kazakhstan,2020,Proton-M/Briz-M,Ekspress-80 & Ekspress-103
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jul 30, 2020 11:50 UTC",StatusActive,145.0 ,Success,USA,2020,Atlas V 541,Perseverance
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sat Jul 25, 2020 03:13 UTC",StatusActive,64.68 ,Success,China,2020,Long March 4B,"Ziyuan-3 03, Apocalypse-10 & NJU-HKU 1"
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Jul 23, 2020 14:26 UTC",StatusActive,48.5 ,Success,Kazakhstan,2020,Soyuz 2.1a,Progress MS-15
CASC,"LC-101, Wenchang Satellite Launch Center, China","Thu Jul 23, 2020 04:41 UTC",StatusActive,,Success,China,2020,Long March 5,Tianwen-1
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Jul 20, 2020 21:30 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,ANASIS-II
JAXA,"LA-Y1, Tanegashima Space Center, Japan","Sun Jul 19, 2020 21:58 UTC",StatusActive,90.0 ,Success,Japan,2020,H-IIA 202,Hope Mars Mission
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","Wed Jul 15, 2020 13:46 UTC",StatusActive,46.0 ,Success,USA,2020,Minotaur IV,NROL-129
ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Fri Jul 10, 2020 04:17 UTC",StatusActive,28.3 ,Failure,China,2020,Kuaizhou 11,"Jilin-1 02E, CentiSpace-1 S2"
CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Jul 09, 2020 12:11 UTC",StatusActive,29.15 ,Success,China,2020,Long March 3B/E,Apstar-6D
IAI,"Pad 1, Palmachim Airbase, Israel","Mon Jul 06, 2020 01:00 UTC",StatusActive,,Success,Israel,2020,Shavit-2,Ofek-16
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Jul 04, 2020 23:44 UTC",StatusActive,29.75 ,Success,China,2020,Long March 2D,Shiyan-6 02
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Sat Jul 04, 2020 21:19 UTC",StatusActive,7.5 ,Failure,New Zealand,2020,Electron/Curie,Pics Or It Didn??¦t Happen
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Fri Jul 03, 2020 03:10 UTC",StatusActive,64.68 ,Success,China,2020,Long March 4B,Gaofen Duomo & BY-02
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Jun 30, 2020 20:10 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,GPS III SV03
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Jun 23, 2020 01:43 UTC",StatusActive,29.15 ,Success,China,2020,Long March 3B/E,Beidou-3 G3
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Jun 17, 2020 07:19 UTC",StatusActive,29.75 ,Success,China,2020,Long March 2D,"Gaofen-9 03, Pixing III A & HEAD-5"
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Jun 13, 2020 09:21 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Starlink V1 L8 & SkySat 16 to 18
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Sat Jun 13, 2020 05:12 UTC",StatusActive,7.5 ,Success,New Zealand,2020,Electron/Curie,Don't stop me now!
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Jun 10, 2020 18:31 UTC",StatusActive,30.8 ,Success,China,2020,Long March 2C,Haiyang-1D
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu Jun 04, 2020 01:25 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Starlink V1 L7
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun May 31, 2020 08:53 UTC",StatusActive,29.75 ,Success,China,2020,Long March 2D,Gaofen-9-02 & HEAD-4
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Sat May 30, 2020 19:22 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,SpaceX Demo-2
CASC,"Xichang Satellite Launch Center, China","Fri May 29, 2020 20:13 UTC",StatusActive,5.3 ,Success,China,2020,Long March 11,XJS-G and XJS-H
Virgin Orbit,"Cosmic Girl, Mojave Air and Space Port, California, USA","Mon May 25, 2020 19:50 UTC",StatusActive,12.0 ,Failure,USA,2020,LauncherOne,Demo Flight
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri May 22, 2020 07:31 UTC",StatusActive,,Success,Russia,2020,Soyuz 2.1b/Fregat-M,Cosmos 2546
MHI,"LA-Y2, Tanegashima Space Center, Japan","Wed May 20, 2020 17:31 UTC",StatusRetired,112.5 ,Success,Japan,2020,H-IIB,HTV-9
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sun May 17, 2020 13:14 UTC",StatusActive,120.0 ,Success,USA,2020,Atlas V 501,OTV-6 (USSF-7)
ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Tue May 12, 2020 01:16 UTC",StatusActive,,Success,China,2020,Kuaizhou 1A,Xingyun-2 01 (Wuhan) & 02
CASC,"LC-101, Wenchang Satellite Launch Center, China","Tue May 05, 2020 10:00 UTC",StatusActive,,Success,China,2020,Long March 5B,Test Flight (New Crew Capsule)
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Apr 25, 2020 01:51 UTC",StatusActive,48.5 ,Success,Kazakhstan,2020,Soyuz 2.1a,Progress MS-14
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Wed Apr 22, 2020 19:30 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Starlink V1 L6
IRGC,"Launch Plateform, Shahrud Missile Test Site","Wed Apr 22, 2020 03:59 UTC",StatusActive,,Success,Shahrud Missile Test Site,2020,Qased,Noor 1
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Apr 09, 2020 11:46 UTC",StatusActive,29.15 ,Failure,China,2020,Long March 3B/E,Nusantara Dua
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Apr 09, 2020 08:05 UTC",StatusActive,48.5 ,Success,Kazakhstan,2020,Soyuz 2.1a,Soyuz MS-16
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Mar 26, 2020 20:18 UTC",StatusActive,153.0 ,Success,USA,2020,Atlas V 551,AEHF 6
CASC,"LC-3, Xichang Satellite Launch Center, China","Tue Mar 24, 2020 03:43 UTC",StatusActive,30.8 ,Success,China,2020,Long March 2C,Yaogan-30-06
Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Mar 21, 2020 17:06 UTC",StatusActive,48.5 ,Success,Kazakhstan,2020,Soyuz 2.1b/Fregat,OneWeb #3
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Wed Mar 18, 2020 12:16 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Starlink V1 L5
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Mar 16, 2020 18:28 UTC",StatusActive,,Success,Russia,2020,Soyuz 2.1b/Fregat-M,Cosmos 2545
CASC,"LC-201, Wenchang Satellite Launch Center, China","Mon Mar 16, 2020 13:34 UTC",StatusActive,,Failure,China,2020,Long March 7A,XJY-6
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Mar 09, 2020 11:55 UTC",StatusActive,29.15 ,Success,China,2020,Long March 3B/E,Beidou-3 G2
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Mar 07, 2020 04:50 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,CRS-20
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Thu Feb 20, 2020 08:24 UTC",StatusActive,48.5 ,Success,Russia,2020,Soyuz 2.1a/Fregat-M,Meridian-M n†­19L
CASC,"LC-3, Xichang Satellite Launch Center, China","Wed Feb 19, 2020 21:07 UTC",StatusActive,29.75 ,Success,China,2020,Long March 2D,XJS-C to F
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Feb 18, 2020 22:18 UTC",StatusActive,200.0 ,Success,France,2020,Ariane 5 ECA,JCSAT-17 & GEO-KOMPSAT 2B
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Feb 17, 2020 15:05 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Starlink V1 L4
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Sat Feb 15, 2020 20:21 UTC",StatusActive,85.0 ,Success,USA,2020,Antares 230+,CRS NG-13
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Feb 10, 2020 04:03 UTC",StatusActive,115.0 ,Success,USA,2020,Atlas V 411,Solar Orbiter
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Sun Feb 09, 2020 15:48 UTC",StatusActive,,Failure,Iran,2020,Simorgh,Zafar 1
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sun Feb 09, 2020 01:34 UTC",StatusActive,90.0 ,Success,Japan,2020,H-IIA 202,IGS-Optical 7
Arianespace,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Feb 06, 2020 21:42 UTC",StatusActive,48.5 ,Success,Kazakhstan,2020,Soyuz 2.1b/Fregat,OneWeb #2
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Fri Jan 31, 2020 02:56 UTC",StatusActive,7.5 ,Success,New Zealand,2020,Electron/Curie,Birds of a Feather / NROL-151
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Jan 29, 2020 14:06 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Starlink V1 L3
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Sun Jan 19, 2020 15:30 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Crew Dragon Inflight Abort Test
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jan 16, 2020 21:05 UTC",StatusActive,200.0 ,Success,France,2020,Ariane 5 ECA,Eutelsat Konnect BB4A & GSAT-30
ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Thu Jan 16, 2020 03:02 UTC",StatusActive,,Success,China,2020,Kuaizhou 1A,Yinhe-1
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Jan 15, 2020 02:53 UTC",StatusActive,29.75 ,Success,China,2020,Long March 2D,Jilin-1 Wideband 01 & ??uSat-7/8
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Jan 07, 2020 15:20 UTC",StatusActive,29.15 ,Success,China,2020,Long March 3B/E,TJSW-5
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Jan 07, 2020 02:19 UTC",StatusActive,50.0 ,Success,USA,2020,Falcon 9 Block 5,Starlink V1 L2
CASC,"LC-101, Wenchang Satellite Launch Center, China","Fri Dec 27, 2019 12:45 UTC",StatusActive,,Success,China,2019,Long March 5,Shijian-20
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Dec 26, 2019 23:11 UTC",StatusRetired,41.8 ,Success,Russia,2019,Rokot/Briz KM,"Gonets-M ???24, 25, 26 [block-15] & Blits-M1"
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Tue Dec 24, 2019 12:03 UTC",StatusActive,65.0 ,Success,Kazakhstan,2019,Proton-M/DM-3,Elektro-L n†­3
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Dec 20, 2019 11:36 UTC",StatusActive,,Success,USA,2019,Atlas V N22,Starliner OFT
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Fri Dec 20, 2019 03:22 UTC",StatusActive,64.68 ,Success,China,2019,Long March 4B,"CBERS-4A, ETRSS-1 & Others"
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Wed Dec 18, 2019 08:54 UTC",StatusActive,,Success,France,2019,Soyuz ST-A/Fregat-M,"CSG-1, CHEOPS & Others"
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Dec 17, 2019 00:10 UTC",StatusActive,50.0 ,Success,USA,2019,Falcon 9 Block 5,JCSAT-18 / Kacific-1
CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Dec 16, 2019 07:22 UTC",StatusActive,,Success,China,2019,Long March 3B/YZ-1,BeiDou-3 M19 & M20
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Wed Dec 11, 2019 17:55 UTC",StatusActive,,Success,USA,2019,New Shepard,NS-12
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Dec 11, 2019 09:55 UTC",StatusActive,21.0 ,Success,India,2019,PSLV-QL,RISAT 2BR1
VKS RF,"Site 43/3, Plesetsk Cosmodrome, Russia","Wed Dec 11, 2019 08:54 UTC",StatusActive,48.5 ,Success,Russia,2019,Soyuz 2.1b/Fregat,Cosmos 2544
ExPace,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Dec 07, 2019 08:52 UTC",StatusActive,,Success,China,2019,Kuaizhou 1A,HEAD-2A/B / SpaceTY 16/17 / Tianqi 4A/B
ExPace,"Taiyuan Satellite Launch Center, China","Sat Dec 07, 2019 02:55 UTC",StatusActive,,Success,China,2019,Kuaizhou 1A,Jilin-1 Gaofen-02B
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Dec 06, 2019 09:34 UTC",StatusActive,48.5 ,Success,Kazakhstan,2019,Soyuz 2.1a,Progress MS-13 (74P)
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Fri Dec 06, 2019 08:18 UTC",StatusActive,7.5 ,Success,New Zealand,2019,Electron/Curie,Running Out Of Fingers
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu Dec 05, 2019 17:29 UTC",StatusActive,50.0 ,Success,USA,2019,Falcon 9 Block 5,CRS-19
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Nov 27, 2019 23:52 UTC",StatusActive,64.68 ,Success,China,2019,Long March 4C,Gaofen-12
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Wed Nov 27, 2019 03:58 UTC",StatusActive,31.0 ,Success,India,2019,PSLV-XL,Cartosat-3 & Rideshares
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Nov 26, 2019 21:23 UTC",StatusActive,200.0 ,Success,France,2019,Ariane 5 ECA,Inmarsat 5 F5 & TIBA-1
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Nov 25, 2019 17:52 UTC",StatusActive,,Success,Russia,2019,Soyuz 2.1v/Volga,Cosmos 2542 & 2543
CASC,"LC-3, Xichang Satellite Launch Center, China","Sat Nov 23, 2019 00:55 UTC",StatusActive,,Success,China,2019,Long March 3B/YZ-1,BeiDou-3 M21 & M22
ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Sun Nov 17, 2019 10:00 UTC",StatusActive,,Success,China,2019,Kuaizhou 1A,"KL-Alpha A, KL-Alpha B"
CASC,"LC-16, Taiyuan Satellite Launch Center, China","Wed Nov 13, 2019 06:35 UTC",StatusActive,,Success,China,2019,Long March 6,Ningxia-1 (x5)
ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Wed Nov 13, 2019 03:40 UTC",StatusActive,,Success,China,2019,Kuaizhou 1A,Jilin 1-02A
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Nov 11, 2019 14:56 UTC",StatusActive,50.0 ,Success,USA,2019,Falcon 9 Block 5,Starlink V1 L1
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Nov 04, 2019 17:43 UTC",StatusActive,29.15 ,Success,China,2019,Long March 3B/E,Beidou-3 IGSO-3
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sun Nov 03, 2019 03:22 UTC",StatusActive,64.68 ,Success,China,2019,Long March 4B,Gaofen-7
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Sat Nov 02, 2019 13:59 UTC",StatusActive,85.0 ,Success,USA,2019,Antares 230+,CRS NG-12
Exos,"Vertical Launch Area, Spaceport America, New Mexico","Sat Oct 26, 2019 17:40 UTC",StatusActive,,Failure,New Mexico,2019,SARGE,Launch 4
CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Oct 17, 2019 15:21 UTC",StatusActive,29.15 ,Success,China,2019,Long March 3B/E,TJSW-4
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Thu Oct 17, 2019 01:22 UTC",StatusActive,7.5 ,Success,New Zealand,2019,Electron/Curie,As The Crow Flies
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA","Fri Oct 11, 2019 01:59 UTC",StatusActive,40.0 ,Success,USA,2019,Pegasus XL,ICON
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Wed Oct 09, 2019 10:17 UTC",StatusActive,65.0 ,Success,Kazakhstan,2019,Proton-M/Briz-M,Eutelsat 5 West B & MEV-1
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Fri Oct 04, 2019 18:51 UTC",StatusActive,64.68 ,Success,China,2019,Long March 4C,Gaofen 10 (Replacement)
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Sep 26, 2019 07:46 UTC",StatusActive,48.5 ,Success,Russia,2019,Soyuz 2.1b/Fregat,Cosmos 2541
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Sep 25, 2019 13:57 UTC",StatusRetired,,Success,Kazakhstan,2019,Soyuz FG,Soyuz MS-15 (61S)
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Sep 25, 2019 00:54 UTC",StatusActive,29.75 ,Success,China,2019,Long March 2D,Yunhai-1-02
MHI,"LA-Y2, Tanegashima Space Center, Japan","Tue Sep 24, 2019 16:05 UTC",StatusRetired,112.5 ,Success,Japan,2019,H-IIB,HTV-8
CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Sep 22, 2019 21:10 UTC",StatusActive,,Success,China,2019,Long March 3B/YZ-1,BeiDou-3 M23 & M24
CASC,"Site 95, Jiuquan Satellite Launch Center, China","Thu Sep 19, 2019 06:42 UTC",StatusActive,5.3 ,Success,China,2019,Long March 11,Zhuhai-1 Group 03
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Thu Sep 12, 2019 03:26 UTC",StatusActive,64.68 ,Success,China,2019,Long March 4B,"Ziyuan-2D, BNU-1 & Taurus-1"
ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Fri Aug 30, 2019 23:41 UTC",StatusActive,,Success,China,2019,Kuaizhou 1A,KX-09 & Others
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Aug 30, 2019 14:00 UTC",StatusRetired,41.8 ,Success,Russia,2019,Rokot/Briz KM,Cosmos 2540
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Thu Aug 29, 2019",StatusActive,,Prelaunch Failure,Iran,2019,Safir-1B+,Nahid-1
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Thu Aug 22, 2019 13:06 UTC",StatusRetired,164.0 ,Success,USA,2019,"Delta IV Medium+ (4,2)",GPS III SV02
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Aug 22, 2019 03:38 UTC",StatusActive,48.5 ,Success,Kazakhstan,2019,Soyuz 2.1a,Soyuz MS-14 (60S)
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Mon Aug 19, 2019 12:12 UTC",StatusActive,7.5 ,Success,New Zealand,2019,Electron/Curie,"Look Ma, No Hands!"
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Aug 19, 2019 12:03 UTC",StatusActive,29.15 ,Success,China,2019,Long March 3B/E,ChinaSat 18
CASC,"Site 95, Jiuquan Satellite Launch Center, China","Sat Aug 17, 2019 04:11 UTC",StatusActive,7.5 ,Success,China,2019,Jielong-1,Tianqi-4 & Others
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Aug 08, 2019 10:13 UTC",StatusActive,153.0 ,Success,USA,2019,Atlas V 551,AEHF 5
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Aug 06, 2019 23:23 UTC",StatusActive,50.0 ,Success,USA,2019,Falcon 9 Block 5,AMOS-17
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Aug 06, 2019 19:30 UTC",StatusActive,200.0 ,Success,France,2019,Ariane 5 ECA,EDRS-C/HYLAS 3 & Intelsat 39
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Aug 05, 2019 21:56 UTC",StatusActive,65.0 ,Success,Kazakhstan,2019,Proton-M/Briz-M,Cosmos 2539
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 31, 2019 12:10 UTC",StatusActive,48.5 ,Success,Kazakhstan,2019,Soyuz 2.1a,Progress MS-12
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jul 30, 2019 05:56 UTC",StatusActive,48.5 ,Success,Russia,2019,Soyuz 2.1a/Fregat-M,Meridian-M n†­18L
CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Jul 26, 2019 03:57 UTC",StatusActive,30.8 ,Success,China,2019,Long March 2C,Yaogan-30-05
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Thu Jul 25, 2019 22:01 UTC",StatusActive,50.0 ,Success,USA,2019,Falcon 9 Block 5,CRS-18
i-Space,"Site 95, Jiuquan Satellite Launch Center, China","Thu Jul 25, 2019 05:00 UTC",StatusActive,,Success,China,2019,Hyperbola-1,CAS-7B & Others
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Jul 22, 2019 09:13 UTC",StatusActive,62.0 ,Success,India,2019,GSLV Mk III,Chandrayaan-2 lunar mission
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Jul 20, 2019 16:28 UTC",StatusRetired,,Success,Kazakhstan,2019,Soyuz FG,Soyuz MS-13 (59S)
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Jul 13, 2019 12:31 UTC",StatusActive,65.0 ,Success,Kazakhstan,2019,Proton-M/DM-3,Spektr-RG
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Thu Jul 11, 2019 01:53 UTC",StatusActive,37.0 ,Failure,France,2019,Vega,Falcon Eye 1
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jul 10, 2019 17:14 UTC",StatusActive,,Success,Russia,2019,Soyuz 2.1v/Volga,Cosmos 2535 to 2538
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Fri Jul 05, 2019 05:41 UTC",StatusActive,,Success,Russia,2019,Soyuz 2.1b/Fregat-M,"Meteor-M No.2-2, Landmapper-BC 5 & 6, and Others"
Exos,"Vertical Launch Area, Spaceport America, New Mexico","Sat Jun 29, 2019 18:00 UTC",StatusActive,,Partial Failure,New Mexico,2019,SARGE,Launch 3
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Sat Jun 29, 2019 04:30 UTC",StatusActive,7.5 ,Success,New Zealand,2019,Electron/Curie,Make it Rain
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Tue Jun 25, 2019 06:30 UTC",StatusActive,90.0 ,Success,USA,2019,Falcon Heavy,STP-2
CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Jun 24, 2019 18:09 UTC",StatusActive,29.15 ,Success,China,2019,Long March 3B/E,Beidou-3 IGSO-2
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jun 20, 2019 21:43 UTC",StatusActive,200.0 ,Success,France,2019,Ariane 5 ECA,Eutelsat 7C &  AT&T T-16
SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Wed Jun 12, 2019 14:17 UTC",StatusActive,50.0 ,Success,USA,2019,Falcon 9 Block 5,RADARSAT Constellation
CASC,"Tai Rui Barge, Yellow Sea","Wed Jun 05, 2019 04:06 UTC",StatusActive,5.3 ,Success,Yellow Sea,2019,Long March 11H,Jilin-1 & Others
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Thu May 30, 2019 17:42 UTC",StatusActive,65.0 ,Success,Kazakhstan,2019,Proton-M/Briz-M,Yamal-601
Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon May 27, 2019 06:23 UTC",StatusActive,,Success,Russia,2019,Soyuz 2.1b/Fregat-M,Cosmos 2534
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri May 24, 2019 02:30 UTC",StatusActive,50.0 ,Success,USA,2019,Falcon 9 Block 5,Starlink V0.9
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed May 22, 2019 22:55 UTC",StatusActive,64.68 ,Failure,China,2019,Long March 4C,Yaogan Weixing-33
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed May 22, 2019 00:00 UTC",StatusActive,21.0 ,Success,India,2019,PSLV-CA,RISAT-2B
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri May 17, 2019 15:48 UTC",StatusActive,,Success,China,2019,Long March 3C/E,Beidou-2 G8
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Sun May 05, 2019 06:00 UTC",StatusActive,7.5 ,Success,New Zealand,2019,Electron/Curie,That's a Funny Looking Cactus
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat May 04, 2019 06:48 UTC",StatusActive,50.0 ,Success,USA,2019,Falcon 9 Block 5,CRS-17
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Thu May 02, 2019 13:35 UTC",StatusActive,,Success,USA,2019,New Shepard,NS-11
CASC,"Taiyuan Satellite Launch Center, China","Mon Apr 29, 2019 22:52 UTC",StatusActive,64.68 ,Success,China,2019,Long March 4B,Tianhui-2 Group 01
CASC,"LC-3, Xichang Satellite Launch Center, China","Sat Apr 20, 2019 14:30 UTC",StatusActive,29.15 ,Success,China,2019,Long March 3B/E,Beidou-3 IGSO-1
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Wed Apr 17, 2019 20:46 UTC",StatusRetired,85.0 ,Success,USA,2019,Antares 230,CRS NG-11
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Apr 11, 2019 22:35 UTC",StatusActive,90.0 ,Success,USA,2019,Falcon Heavy,ArabSat 6A
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Thu Apr 04, 2019 17:04 UTC",StatusActive,,Success,France,2019,Soyuz ST-B/Fregat-MT,O3b FM17-FM20
